system:index,B11,B12,B5,B6,B7,B8,Blue,Green,Red,SR_ATMOS_OPACITY,SR_B1,SR_B2,SR_B3,SR_B4,SR_B5,SR_B7,ST_CDIST,cirrus_conf,class,cloud_conf,cloudshad_conf,date,dialated_cloud,mission,snowice_conf,system:time_start,vol_init,.geo
00000000000000000622,NA,NA,0.05437500000000001,0.02789249999999998,0.024125,NA,0.03958,0.048655,0.049205,0.418,0.03958,0.048655,0.049205,0.05437500000000001,0.02789249999999998,0.024125,1.13,0,darkNearShoreSediment,1,1,2004-08-15,0,LS5,1,2004-08-15T00:00:00Z,BGS,"{""type"":""Point"",""coordinates"":[-91.87486773599248,46.69504628472934]}"
00000000000000000623,NA,NA,0.02776874999999999,0.01093874999999999,0.00167124999999999,NA,0.02197999999999998,0.03797125,0.03709124999999999,0.161,0.02197999999999998,0.03797125,0.03709124999999999,0.02776874999999999,0.01093874999999999,0.00167124999999999,0.11,0,darkNearShoreSediment,1,3,2004-08-15,0,LS5,1,2004-08-15T00:00:00Z,BGS,"{""type"":""Point"",""coordinates"":[-90.65809945423554,46.64650896976257]}"
00000000000000000624,NA,NA,0.02367125,0.01357875,0.00926125,NA,0.02595375,0.03783375,0.0403775,0.163,0.02595374999999999,0.03783375,0.0403775,0.02367125,0.01357875,0.00926124999999999,0.03,0,darkNearShoreSediment,1,3,2004-08-15,0,LS5,1,2004-08-15T00:00:00Z,BGS,"{""type"":""Point"",""coordinates"":[-90.65809945423554,46.64427050103373]}"
00000000000000000625,NA,NA,0.0502225,0.022365,0.024125,NA,0.04967250000000001,0.07315749999999999,0.04948,0.413,0.04967250000000001,0.07315749999999999,0.04947999999999999,0.0502225,0.02236499999999999,0.024125,0.66,0,offShoreSediment,1,1,2004-08-15,0,LS5,1,2004-08-15T00:00:00Z,BGS,"{""type"":""Point"",""coordinates"":[-91.93467765842234,46.71977645917175]}"
00000000000000000626,NA,NA,0.05016749999999997,0.02233750000000001,0.0082025,NA,0.05679499999999998,0.08272750000000001,0.0570425,0.414,0.05679499999999998,0.08272750000000001,0.05704249999999999,0.05016749999999997,0.02233750000000001,0.0082025,1.46,0,offShoreSediment,1,1,2004-08-15,0,LS5,1,2004-08-15T00:00:00Z,BGS,"{""type"":""Point"",""coordinates"":[-91.95253189904034,46.705886359390256]}"
00000000000000000627,NA,NA,0.024895,0.0169475,0.0123,NA,0.036995,0.05508999999999997,0.03165999999999999,0.385,0.036995,0.05508999999999997,0.03165999999999999,0.024895,0.0169475,0.0123,5.14,0,offShoreSediment,1,1,2004-08-15,0,LS5,1,2004-08-15T00:00:00Z,BGS,"{""type"":""Point"",""coordinates"":[-91.80249652589507,46.741898059497885]}"
00000000000000000628,NA,NA,0.0293225,0.0141975,0.0123,NA,0.03958,0.05041499999999999,0.03176999999999999,0.382,0.03958,0.05041499999999999,0.03176999999999999,0.0293225,0.0141975,0.0123,3.82,0,offShoreSediment,1,1,2004-08-15,0,LS5,1,2004-08-15T00:00:00Z,BGS,"{""type"":""Point"",""coordinates"":[-91.7712560639146,46.730839488885344]}"
00000000000000000629,NA,NA,0.033695,0.01980750000000001,0.0123,NA,0.03993749999999999,0.055365,0.0356475,0.381,0.03993749999999999,0.055365,0.0356475,0.033695,0.0198075,0.0123,3.39,0,offShoreSediment,1,1,2004-08-15,0,LS5,1,2004-08-15T00:00:00Z,BGS,"{""type"":""Point"",""coordinates"":[-91.77297281782019,46.71577664552679]}"
0000000000000000062a,NA,NA,0.02879999999999999,0.0196425,0.012245,NA,0.03881000000000001,0.06419249999999999,0.03490499999999999,0.397,0.03881000000000001,0.06419249999999999,0.03490499999999999,0.02879999999999999,0.0196425,0.012245,3.21,0,offShoreSediment,1,1,2004-08-15,0,LS5,1,2004-08-15T00:00:00Z,BGS,"{""type"":""Point"",""coordinates"":[-91.79974971964613,46.70824076474648]}"
0000000000000000062b,NA,NA,0.03757250000000001,0.01405999999999999,0.012245,NA,0.0412025,0.0594075,0.0349875,0.395,0.0412025,0.0594075,0.0349875,0.03757250000000001,0.01405999999999999,0.012245,2.3000000000000003,0,offShoreSediment,1,1,2004-08-15,0,LS5,1,2004-08-15T00:00:00Z,BGS,"{""type"":""Point"",""coordinates"":[-91.82515767744866,46.69882314332159]}"
0000000000000000062c,NA,NA,0.05891249999999998,0.03361249999999999,0.024125,NA,0.05195499999999997,0.0682625,0.04939750000000001,0.414,0.05195499999999997,0.0682625,0.04939750000000001,0.05891249999999998,0.03361249999999999,0.024125,0.4,0,offShoreSediment,1,1,2004-08-15,0,LS5,1,2004-08-15T00:00:00Z,BGS,"{""type"":""Point"",""coordinates"":[-91.90240714409856,46.69011451896421]}"
0000000000000000062d,NA,NA,0.05030499999999999,0.02239250000000001,0.01617749999999998,NA,0.05228499999999997,0.07332250000000001,0.049645,0.409,0.05228499999999997,0.07332250000000001,0.04964499999999999,0.05030499999999999,0.02239250000000001,0.01617749999999998,1.32,0,offShoreSediment,1,1,2004-08-15,0,LS5,1,2004-08-15T00:00:00Z,BGS,"{""type"":""Point"",""coordinates"":[-91.96317131415387,46.691523594897106]}"
0000000000000000062e,NA,NA,0.045905,0.022365,0.01221749999999999,NA,0.04502500000000001,0.0684825,0.04959,0.41,0.04502500000000001,0.0684825,0.04958999999999999,0.045905,0.02236499999999999,0.01221749999999999,2.31,0,offShoreSediment,1,1,2004-08-15,0,LS5,1,2004-08-15T00:00:00Z,BGS,"{""type"":""Point"",""coordinates"":[-91.96454471727833,46.70612269174609]}"
0000000000000000062f,NA,NA,0.07207125,0.03929125,0.02814,NA,0.05658875000000002,0.07768125000000001,0.05695999999999998,0.434,0.05658875000000002,0.07768125000000001,0.05695999999999998,0.07207125,0.03929125,0.02814,0.06,0,offShoreSediment,1,3,2004-08-15,0,LS5,1,2004-08-15T00:00:00Z,BGS,"{""type"":""Point"",""coordinates"":[-91.66199471080202,46.73574004094307]}"
00000000000000000630,NA,NA,0.02544499999999999,0.00810624999999999,0.00926125,NA,0.03927749999999999,0.046125,0.0264075,0.165,0.03927749999999999,0.046125,0.0264075,0.02544499999999999,0.00810624999999999,0.00926124999999999,6.71,0,offShoreSediment,1,1,2004-08-15,0,LS5,1,2004-08-15T00:00:00Z,BGS,"{""type"":""Point"",""coordinates"":[-90.80812145007769,46.63597657307433]}"
00000000000000000631,NA,NA,0.02274999999999999,0.00785874999999999,0.009165,NA,0.0379025,0.04952124999999999,0.0289375,0.189,0.0379025,0.04952124999999999,0.0289375,0.02274999999999999,0.00785874999999999,0.009165,5.78,0,offShoreSediment,1,1,2004-08-15,0,LS5,1,2004-08-15T00:00:00Z,BGS,"{""type"":""Point"",""coordinates"":[-90.85618610033276,46.63668111104077]}"
00000000000000000632,NA,NA,0.01968375,0.00818874999999999,0.00928874999999999,NA,0.03344749999999999,0.04220625,0.01987625,0.159,0.03344749999999999,0.04220625,0.01987624999999999,0.01968375,0.00818874999999999,0.00928874999999999,5.69,0,offShoreSediment,1,1,2004-08-15,0,LS5,1,2004-08-15T00:00:00Z,BGS,"{""type"":""Point"",""coordinates"":[-90.78340465293843,46.655065984684136]}"
00000000000000000633,NA,NA,0.02613249999999999,0.01306999999999999,0.01096624999999999,NA,0.03214125,0.03973125,0.02098999999999999,0.213,0.03214124999999999,0.03973124999999999,0.02098999999999999,0.02613249999999999,0.01306999999999999,0.01096624999999999,5.0200000000000005,0,offShoreSediment,1,1,2004-08-15,0,LS5,1,2004-08-15T00:00:00Z,BGS,"{""type"":""Point"",""coordinates"":[-90.847945681586,46.66708326202317]}"
00000000000000000634,NA,NA,0.0310825,0.01335875,0.00535624999999999,NA,0.04484625,0.05854124999999999,0.02925374999999999,0.182,0.04484625,0.05854124999999999,0.02925374999999999,0.0310825,0.01335875,0.00535624999999999,3.75,0,offShoreSediment,1,1,2004-08-15,0,LS5,1,2004-08-15T00:00:00Z,BGS,"{""type"":""Point"",""coordinates"":[-90.9142079232402,46.62607290963462]}"
00000000000000000635,NA,NA,0.01902374999999999,0.00530124999999999,0.00345874999999999,NA,0.02686124999999999,0.03263624999999999,0.0155175,0.182,0.02686124999999999,0.03263624999999999,0.0155175,0.01902374999999999,0.00530124999999999,0.00345874999999999,8.24,0,offShoreSediment,1,1,2004-08-15,0,LS5,1,2004-08-15T00:00:00Z,BGS,"{""type"":""Point"",""coordinates"":[-90.72331380714219,46.742678402182236]}"
00000000000000000636,NA,NA,0.03113749999999998,0.01609499999999999,0.00919249999999999,NA,0.03836999999999999,0.0541275,0.0326775,0.181,0.03836999999999999,0.05412749999999999,0.0326775,0.03113749999999998,0.01609499999999999,0.00919249999999999,0.91,0,offShoreSediment,1,1,2004-08-15,0,LS5,1,2004-08-15T00:00:00Z,BGS,"{""type"":""Point"",""coordinates"":[-90.85309148420167,46.78666743407448]}"
00000000000000000637,NA,NA,0.01444499999999998,-3.2250000000000334e-4,0.00146499999999999,NA,0.03375,0.053879999999999983,0.02528,0.197,0.03375,0.053879999999999983,0.02527999999999999,0.01444499999999998,-3.2250000000000334e-4,0.00146499999999999,2.91,0,offShoreSediment,1,1,2004-08-15,0,LS5,1,2004-08-15T00:00:00Z,BGS,"{""type"":""Point"",""coordinates"":[-90.9329718204731,46.95639419747179]}"
00000000000000000638,NA,NA,0.01829500000000001,0.0077625,0.00525999999999998,NA,0.03322749999999999,0.0535775,0.02145749999999999,0.204,0.03322749999999999,0.0535775,0.02145749999999999,0.018295,0.0077625,0.00525999999999998,2.11,0,offShoreSediment,1,1,2004-08-15,0,LS5,1,2004-08-15T00:00:00Z,BGS,"{""type"":""Point"",""coordinates"":[-90.93022501422418,46.94702116705745]}"
00000000000000000639,NA,NA,0.02222749999999998,0.00498499999999998,0.00911,NA,0.02637999999999998,0.04010249999999999,0.01768999999999998,0.209,0.02637999999999998,0.04010249999999998,0.01768999999999998,0.02222749999999998,0.00498499999999998,0.00911,1.77,0,offShoreSediment,1,1,2004-08-15,0,LS5,1,2004-08-15T00:00:00Z,BGS,"{""type"":""Point"",""coordinates"":[-90.92885161109972,46.94068924356154]}"
0000000000000000063a,NA,NA,0.03091749999999998,0.01601249999999998,0.013015,NA,0.04205500000000001,0.04939750000000001,0.02541750000000001,0.187,0.04205500000000001,0.04939750000000001,0.02541750000000001,0.03091749999999998,0.01601249999999998,0.01301499999999999,7.65,0,offShoreSediment,1,1,2004-08-15,0,LS5,1,2004-08-15T00:00:00Z,BGS,"{""type"":""Point"",""coordinates"":[-90.49866875517064,46.86774280942823]}"
0000000000000000063b,NA,NA,0.0267925,0.015985,0.009165,NA,0.03556499999999998,0.04497000000000001,0.018405,0.189,0.03556499999999998,0.04497000000000001,0.018405,0.02679249999999999,0.015985,0.009165,8.44,0,offShoreSediment,1,1,2004-08-15,0,LS5,1,2004-08-15T00:00:00Z,BGS,"{""type"":""Point"",""coordinates"":[-90.48699482861271,46.86727014471657]}"
0000000000000000063c,NA,NA,0.01023749999999998,0.00509499999999998,0.00531499999999998,NA,0.0203025,0.02734249999999999,0.0111175,0.198,0.0203025,0.02734249999999999,0.0111175,0.01023749999999998,0.00509499999999998,0.00531499999999998,8.43,0,offShoreSediment,1,1,2004-08-15,0,LS5,1,2004-08-15T00:00:00Z,BGS,"{""type"":""Point"",""coordinates"":[-90.64346022547707,47.05919877225899]}"
0000000000000000063d,NA,NA,0.01438999999999998,0.0051225,0.00531499999999998,NA,0.03545499999999998,0.04054250000000001,0.01466499999999998,0.197,0.03545499999999998,0.04054250000000001,0.01466499999999998,0.01438999999999998,0.0051225,0.00531499999999998,6.25,0,offShoreSediment,1,1,2004-08-15,0,LS5,1,2004-08-15T00:00:00Z,BGS,"{""type"":""Point"",""coordinates"":[-90.65238734578608,47.04048392513767]}"
0000000000000000063e,NA,NA,0.34443125,0.29313,0.26003375,NA,0.2415125,0.25761375,0.2484425,0.458,0.2415125,0.25761375,0.2484425,0.34443125,0.29313,0.26003375,0,0,cloud,3,1,2004-08-15,0,LS5,1,2004-08-15T00:00:00Z,BGS,"{""type"":""Point"",""coordinates"":[-92.0814980197081,46.79010094188563]}"
0000000000000000063f,NA,NA,0.31363125000000003,0.2895825,0.26066625,NA,0.2421175,0.25370875,0.234225,0.481,0.2421175,0.25370875,0.234225,0.31363125000000003,0.2895825,0.26066625,0,0,cloud,3,1,2004-08-15,0,LS5,1,2004-08-15T00:00:00Z,BGS,"{""type"":""Point"",""coordinates"":[-92.06433493975341,46.79010094188563]}"
00000000000000000640,NA,NA,0.16421,0.15299,0.13688875,NA,0.14909875,0.1464175,0.13779624999999998,0.493,0.14909875,0.1464175,0.13779624999999998,0.16421,0.15299,0.13688875,0,0,cloud,3,1,2004-08-15,0,LS5,1,2004-08-15T00:00:00Z,BGS,"{""type"":""Point"",""coordinates"":[-91.95344155565525,46.81454573386063]}"
00000000000000000641,NA,NA,0.1640175,0.14706375000000002,0.1486725,NA,0.1575275,0.158545,0.13969375,0.478,0.1575275,0.158545,0.13969375,0.1640175,0.14706375000000002,0.1486725,0,0,cloud,3,1,2004-08-15,0,LS5,1,2004-08-15T00:00:00Z,BGS,"{""type"":""Point"",""coordinates"":[-91.85216199342833,46.8173638857264]}"
00000000000000000642,NA,NA,0.21826125,0.11785874999999998,0.09156875,NA,0.21870125,0.2181925,0.19851625,0.384,0.21870125,0.2181925,0.19851625,0.21826125,0.11785874999999998,0.09156875,0,0,cloud,3,1,2004-08-15,0,LS5,1,2004-08-15T00:00:00Z,BGS,"{""type"":""Point"",""coordinates"":[-91.57918028603743,46.83238659717546]}"
00000000000000000643,NA,NA,0.2480025,0.13890999999999998,0.09273749999999996,NA,0.2542725,0.2448125,0.23480250000000005,0.49,0.2542725,0.2448125,0.23480250000000005,0.2480025,0.13890999999999998,0.09273749999999996,0,0,cloud,3,1,2004-08-15,0,LS5,1,2004-08-15T00:00:00Z,BGS,"{""type"":""Point"",""coordinates"":[-91.62312472691914,46.90914110360843]}"
00000000000000000644,NA,NA,0.12874875,0.06890874999999999,0.05606624999999998,NA,0.1322825,0.13017875,0.11361000000000002,0.444,0.1322825,0.13017875,0.11361000000000002,0.12874875,0.06890874999999999,0.05606624999999998,0,0,cloud,3,1,2004-08-15,0,LS5,1,2004-08-15T00:00:00Z,BGS,"{""type"":""Point"",""coordinates"":[-91.64028780687386,46.871599931839455]}"
00000000000000000645,NA,NA,0.15571249999999998,0.08767750000000002,0.06463249999999998,NA,0.1541725,0.14806750000000002,0.1431175,0.53,0.1541725,0.14806750000000002,0.1431175,0.15571249999999998,0.08767750000000002,0.06463249999999998,0,0,cloud,3,1,2004-08-15,0,LS5,1,2004-08-15T00:00:00Z,BGS,"{""type"":""Point"",""coordinates"":[-91.64887157640173,46.900227360602585]}"
00000000000000000646,NA,NA,0.1244175,0.07308874999999998,0.05991624999999997,NA,0.12113125,0.1257375,0.11015875,0.389,0.12113125,0.1257375,0.11015875,0.1244175,0.07308874999999998,0.05991624999999997,0,0,cloud,3,1,2004-08-15,0,LS5,1,2004-08-15T00:00:00Z,BGS,"{""type"":""Point"",""coordinates"":[-91.60870399411229,46.82416847393396]}"
00000000000000000647,NA,NA,0.2742925,0.2732475,0.2227575,NA,0.22161625,0.24413875,0.2247375,0.438,0.22161625,0.24413875,0.2247375,0.2742925,0.2732475,0.2227575,0,0,cloud,3,1,2004-08-15,0,LS5,1,2004-08-15T00:00:00Z,BGS,"{""type"":""Point"",""coordinates"":[-91.67341000949885,46.75005821442569]}"
00000000000000000648,NA,NA,0.4881325,0.36964875,0.30626125,NA,0.4198225,0.42866375000000007,0.42123875,0.44,0.4198225,0.42866375000000007,0.42123875,0.4881325,0.36964875,0.30626125,0,0,cloud,3,1,2004-08-15,0,LS5,1,2004-08-15T00:00:00Z,BGS,"{""type"":""Point"",""coordinates"":[-91.58655118007877,46.76887562087123]}"
00000000000000000649,NA,NA,0.162835,0.08995999999999998,0.06378,NA,0.17372500000000002,0.16737249999999998,0.15444750000000002,0.329,0.17372500000000002,0.16737249999999998,0.15444750000000002,0.162835,0.08995999999999998,0.06378,0,0,cloud,3,1,2004-08-15,0,LS5,1,2004-08-15T00:00:00Z,BGS,"{""type"":""Point"",""coordinates"":[-91.44736925889757,46.915209940142155]}"
