system:index,B11,B12,B5,B6,B7,B8,Blue,Green,Red,SR_B1,SR_B2,SR_B3,SR_B4,SR_B5,SR_B6,SR_B7,ST_CDIST,aero_level,cirrus_conf,class,cloud_conf,cloudshad_conf,date,dialated_cloud,mission,snowice_conf,system:time_start,vol_init,.geo
000000000000000010cb,NA,NA,0.00439375,0.01009999999999999,0.01018249999999999,NA,0.00575499999999999,0.00972874999999999,0.00182249999999999,-0.00138125,0.00575499999999999,0.00972874999999999,0.00182249999999999,0.00439375,0.01009999999999999,0.01018249999999999,32.27,2,1,openWater,1,1,2020-08-11,0,LS8,1,2020-08-11T00:00:00Z,HAD,"{""type"":""Point"",""coordinates"":[-90.37245389985286,46.70509263940274]}"
000000000000000010cc,NA,NA,0.00979749999999998,0.01821249999999999,0.01763499999999998,NA,0.00531499999999998,0.0134275,0.006745,-0.0036225,0.00531499999999998,0.0134275,0.006745,0.00979749999999998,0.01821249999999999,0.01763499999999998,37.43,3,1,openWater,1,1,2020-08-11,0,LS8,1,2020-08-11T00:00:00Z,HAD,"{""type"":""Point"",""coordinates"":[-90.18087754129365,46.79824771951028]}"
000000000000000010cd,NA,NA,0.00509499999999998,0.01271249999999998,0.01312499999999999,NA,0.00374749999999998,0.0105675,0.0021525,-0.005135,0.00374749999999998,0.0105675,0.0021525,0.00509499999999998,0.01271249999999998,0.01312499999999999,37.37,3,1,openWater,1,1,2020-08-11,0,LS8,1,2020-08-11T00:00:00Z,HAD,"{""type"":""Point"",""coordinates"":[-90.2873073652373,46.83161071359216]}"
000000000000000010ce,NA,NA,0.00418749999999999,0.01011374999999999,0.01007249999999999,NA,0.0066625,0.01048499999999999,0.00216624999999999,4.3374999999999664e-4,0.0066625,0.01048499999999999,0.00216624999999999,0.00418749999999999,0.01011374999999999,0.01007249999999999,21.75,2,1,openWater,1,1,2020-08-11,0,LS8,1,2020-08-11T00:00:00Z,HAD,"{""type"":""Point"",""coordinates"":[-90.56471250087323,46.7121558554714]}"
000000000000000010cf,NA,NA,0.00440749999999999,0.01098,0.010485,NA,0.00602999999999999,0.01025124999999999,0.0020425,-9.550000000000114e-4,0.00602999999999999,0.01025124999999999,0.0020425,0.00440749999999999,0.01098,0.010485,26.19,2,1,openWater,1,1,2020-08-11,0,LS8,1,2020-08-11T00:00:00Z,HAD,"{""type"":""Point"",""coordinates"":[-90.5070340287469,46.66222730097597]}"
000000000000000010d0,NA,NA,0.00622249999999999,0.01221749999999999,0.01188749999999999,NA,0.0077075,0.01031999999999999,0.00448999999999999,0.0014375,0.0077075,0.01031999999999999,0.00448999999999999,0.00622249999999999,0.01221749999999999,0.01188749999999999,23.18,2,1,openWater,1,1,2020-08-11,0,LS8,1,2020-08-11T00:00:00Z,HAD,"{""type"":""Point"",""coordinates"":[-90.5527888646563,47.23222081133479]}"
000000000000000010d1,NA,NA,0.0080925,0.0141975,0.01323499999999999,NA,0.0135375,0.01901,0.00850499999999998,0.006415,0.0135375,0.01901,0.00850499999999998,0.0080925,0.0141975,0.01323499999999999,30.2,2,1,openWater,1,1,2020-08-11,0,LS8,1,2020-08-11T00:00:00Z,HAD,"{""type"":""Point"",""coordinates"":[-90.67981973546688,47.20143963676286]}"
000000000000000010d2,NA,NA,0.00605749999999999,0.01180500000000001,0.01130999999999998,NA,0.00858749999999999,0.00977,0.00426999999999999,0.00418749999999998,0.00858749999999999,0.00977,0.00426999999999999,0.00605749999999999,0.01180500000000001,0.01130999999999998,26.72,2,1,openWater,1,1,2020-08-11,0,LS8,1,2020-08-11T00:00:00Z,HAD,"{""type"":""Point"",""coordinates"":[-90.89199268179193,47.21543229586856]}"
000000000000000010d3,NA,NA,0.0046825,0.00977,0.00974249999999998,NA,0.00740499999999999,0.00850499999999998,0.00314249999999999,0.00190499999999999,0.00740499999999999,0.00850499999999998,0.00314249999999999,0.0046825,0.00977,0.00974249999999998,28.28,2,1,openWater,1,1,2020-08-11,0,LS8,1,2020-08-11T00:00:00Z,HAD,"{""type"":""Point"",""coordinates"":[-90.9482977507938,47.14589707404113]}"
000000000000000010d4,NA,NA,0.00415999999999999,0.01009999999999999,0.00977,NA,0.00636,0.009935,0.00242749999999999,3.100000000000047e-4,0.00636,0.009935,0.00242749999999999,0.00415999999999999,0.01009999999999999,0.00977,22.91,2,1,openWater,1,1,2020-08-11,0,LS8,1,2020-08-11T00:00:00Z,HAD,"{""type"":""Point"",""coordinates"":[-90.82401814533321,47.08515074039005]}"
000000000000000010d5,NA,NA,0.00693749999999998,0.0123,0.012025,NA,0.00855999999999998,0.0114475,0.00520499999999998,0.00267499999999998,0.00855999999999998,0.0114475,0.00520499999999998,0.00693749999999998,0.0123,0.012025,24.83,2,1,openWater,1,1,2020-08-11,0,LS8,1,2020-08-11T00:00:00Z,HAD,"{""type"":""Point"",""coordinates"":[-90.49785719877892,47.2056401099552]}"
000000000000000010d6,NA,NA,0.00308749999999999,0.00811999999999998,0.00839499999999998,NA,0.0080375,0.01309749999999998,0.00157499999999999,0.00121749999999998,0.0080375,0.01309749999999998,0.00157499999999999,0.00308749999999999,0.00811999999999998,0.00839499999999998,26.38,2,1,openWater,1,1,2020-08-11,0,LS8,1,2020-08-11T00:00:00Z,HAD,"{""type"":""Point"",""coordinates"":[-90.50747102065014,47.03556553667572]}"
000000000000000010d7,NA,NA,0.0075975,0.0174425,0.0170025,NA,0.00336249999999999,0.0104025,0.0045725,-0.005135,0.00336249999999999,0.0104025,0.0045725,0.0075975,0.0174425,0.0170025,24.78,3,1,openWater,1,1,2020-08-11,0,LS8,1,2020-08-11T00:00:00Z,HAD,"{""type"":""Point"",""coordinates"":[-90.29156134764229,47.19484016720376]}"
000000000000000010d8,NA,NA,0.00498499999999998,0.01378499999999999,0.01331750000000001,NA,0.00374749999999998,0.0107875,0.00242749999999999,-0.00348500000000001,0.00374749999999998,0.0107875,0.00242749999999999,0.00498499999999998,0.01378499999999999,0.01331750000000001,26.83,3,1,openWater,1,1,2020-08-11,0,LS8,1,2020-08-11T00:00:00Z,HAD,"{""type"":""Point"",""coordinates"":[-90.3973044700237,47.1789746856556]}"
000000000000000010d9,NA,NA,0.00811999999999998,0.01573749999999998,0.01529749999999999,NA,0.00465499999999999,0.00924749999999999,0.0050675,-0.00246750000000001,0.00465499999999999,0.00924749999999999,0.0050675,0.00811999999999998,0.01573749999999998,0.01529749999999999,36.2,3,1,openWater,1,1,2020-08-11,0,LS8,1,2020-08-11T00:00:00Z,HAD,"{""type"":""Point"",""coordinates"":[-90.22014884427135,47.094898335292875]}"
000000000000000010da,NA,NA,0.00569999999999998,0.01389499999999999,0.01361999999999999,NA,0.00270249999999999,0.0083675,0.0023175,-0.00535499999999999,0.00270249999999999,0.0083675,0.0023175,0.00569999999999998,0.01389499999999999,0.01361999999999999,44.3,3,1,openWater,1,1,2020-08-11,0,LS8,1,2020-08-11T00:00:00Z,HAD,"{""type"":""Point"",""coordinates"":[-90.21053502240012,46.9872734722669]}"
000000000000000010db,NA,NA,-0.001615,0.0016025,0.00292249999999999,NA,0.02244750000000001,0.05751,0.0409825,0.0083675,0.02244750000000001,0.05751,0.0409825,-0.001615,0.0016025,0.00292249999999999,2.84,3,1,lightNearShoreSediment,1,1,2020-08-11,0,LS8,1,2020-08-11T00:00:00Z,HAD,"{""type"":""Point"",""coordinates"":[-92.01598490703088,46.723504267652416]}"
000000000000000010dc,NA,NA,0.00121749999999998,0.0022075,0.003115,NA,0.0231075,0.06193749999999998,0.05646499999999999,0.00850499999999998,0.0231075,0.06193749999999998,0.05646499999999999,0.00121749999999998,0.0022075,0.003115,8.34,3,1,lightNearShoreSediment,1,1,2020-08-11,0,LS8,1,2020-08-11T00:00:00Z,HAD,"{""type"":""Point"",""coordinates"":[-91.94183005651207,46.69596040044529]}"
000000000000000010dd,NA,NA,-6.800000000000139e-4,0.00383,0.0050125,NA,0.022035,0.05162499999999997,0.02464749999999999,0.00908249999999999,0.022035,0.05162499999999997,0.02464749999999999,-6.800000000000139e-4,0.00383,0.0050125,9.79,3,1,lightNearShoreSediment,1,1,2020-08-11,0,LS8,1,2020-08-11T00:00:00Z,HAD,"{""type"":""Point"",""coordinates"":[-91.92122900964516,46.7023190785475]}"
000000000000000010de,NA,NA,-0.00211,0.00228999999999998,0.00341749999999999,NA,0.02118249999999999,0.04890249999999999,0.02129249999999999,0.00699249999999998,0.02118249999999999,0.04890249999999999,0.02129249999999999,-0.00211,0.00228999999999998,0.00341749999999999,10.99,3,1,lightNearShoreSediment,1,1,2020-08-11,0,LS8,1,2020-08-11T00:00:00Z,HAD,"{""type"":""Point"",""coordinates"":[-91.90509152293274,46.70537802187017]}"
000000000000000010df,NA,NA,0.00184999999999999,0.00358249999999998,0.00448999999999999,NA,0.02112749999999999,0.0564925,0.0391675,0.00704749999999998,0.02112749999999999,0.0564925,0.03916749999999999,0.00184999999999999,0.00358249999999998,0.00448999999999999,10.01,3,1,lightNearShoreSediment,1,1,2020-08-11,0,LS8,1,2020-08-11T00:00:00Z,HAD,"{""type"":""Point"",""coordinates"":[-91.92054230808293,46.69219246005512]}"
000000000000000010e0,NA,NA,-5.425000000000013e-4,0.00347249999999998,0.00415999999999999,NA,0.01931250000000001,0.05019499999999999,0.0259675,0.00569999999999998,0.01931250000000001,0.05019499999999999,0.0259675,-5.425000000000013e-4,0.00347249999999998,0.00415999999999999,11.38,3,1,lightNearShoreSediment,1,1,2020-08-11,0,LS8,1,2020-08-11T00:00:00Z,HAD,"{""type"":""Point"",""coordinates"":[-91.90131466434046,46.69596040044529]}"
000000000000000010e1,NA,NA,-0.00120249999999999,0.0023725,0.00328,NA,0.01857,0.04879249999999999,0.02431749999999999,0.00492999999999999,0.01857,0.04879249999999999,0.02431749999999999,-0.00120249999999999,0.00237249999999999,0.00328,11.91,3,1,lightNearShoreSediment,1,1,2020-08-11,0,LS8,1,2020-08-11T00:00:00Z,HAD,"{""type"":""Point"",""coordinates"":[-91.89341759637482,46.69926013522483]}"
000000000000000010e2,NA,NA,-0.00201375,0.00227624999999999,0.00329374999999999,NA,0.01777249999999999,0.04523124999999999,0.023025,0.0062225,0.01777249999999999,0.04523124999999999,0.023025,-0.00201375,0.00227624999999999,0.00329374999999999,17.42,2,1,lightNearShoreSediment,1,1,2020-08-11,0,LS8,1,2020-08-11T00:00:00Z,HAD,"{""type"":""Point"",""coordinates"":[-91.82544305991608,46.74397600058878]}"
000000000000000010e3,NA,NA,-1.162499999999983e-4,0.00385749999999998,0.00403624999999999,NA,0.01493999999999999,0.02736999999999999,0.00668999999999998,0.00626374999999999,0.01493999999999999,0.02736999999999999,0.00668999999999998,-1.162499999999983e-4,0.00385749999999998,0.00403624999999999,14.75,2,1,lightNearShoreSediment,1,1,2020-08-11,0,LS8,1,2020-08-11T00:00:00Z,HAD,"{""type"":""Point"",""coordinates"":[-91.86355053751883,46.74938934926768]}"
000000000000000010e4,NA,NA,-0.00332,0.00272999999999998,0.00395374999999999,NA,0.01956,0.04403499999999999,0.0127675,0.00647,0.01956,0.04403499999999999,0.0127675,-0.00332,0.00272999999999998,0.00395374999999999,23.45,3,1,lightNearShoreSediment,1,1,2020-08-11,0,LS8,1,2020-08-11T00:00:00Z,HAD,"{""type"":""Point"",""coordinates"":[-91.74338668233057,46.7333900946879]}"
000000000000000010e5,NA,NA,3.100000000000047e-4,0.00347249999999998,0.004655,NA,0.0155175,0.04519000000000001,0.02356125000000001,0.00301875,0.0155175,0.04519000000000001,0.02356125,3.100000000000047e-4,0.00347249999999998,0.004655,23.88,3,1,lightNearShoreSediment,1,1,2020-08-11,0,LS8,1,2020-08-11T00:00:00Z,HAD,"{""type"":""Point"",""coordinates"":[-91.402185187923,46.80023201947906]}"
000000000000000010e6,NA,NA,1.7250000000000598e-4,0.00373374999999999,0.00409124999999999,NA,0.01458249999999999,0.04044625,0.01612249999999999,0.0023175,0.01458249999999999,0.04044625,0.01612249999999999,1.7250000000000598e-4,0.00373374999999999,0.00409124999999999,22.76,3,1,lightNearShoreSediment,1,1,2020-08-11,0,LS8,1,2020-08-11T00:00:00Z,HAD,"{""type"":""Point"",""coordinates"":[-91.38673440277282,46.79999568712323]}"
000000000000000010e7,NA,NA,-4.4625000000000914e-4,0.00312875,0.00393999999999998,NA,0.014335,0.04151874999999999,0.01796500000000001,0.00252375,0.014335,0.04151874999999999,0.01796500000000001,-4.4625000000000914e-4,0.00312874999999999,0.00393999999999998,22.09,3,1,lightNearShoreSediment,1,1,2020-08-11,0,LS8,1,2020-08-11T00:00:00Z,HAD,"{""type"":""Point"",""coordinates"":[-91.38158860015713,46.81033634246617]}"
000000000000000010e8,NA,NA,-0.00165625000000001,0.00439375,0.00525999999999998,NA,0.01597124999999999,0.04267375,0.0159025,9.562500000000056e-4,0.01597124999999999,0.04267374999999999,0.0159025,-0.00165625000000001,0.00439375,0.00525999999999998,26.32,3,1,lightNearShoreSediment,1,1,2020-08-11,0,LS8,1,2020-08-11T00:00:00Z,HAD,"{""type"":""Point"",""coordinates"":[-91.54535354544599,46.768023932570024]}"
000000000000000010e9,NA,NA,-0.00129875,0.00410499999999999,0.00462749999999999,NA,0.01594374999999999,0.03625249999999999,0.00928874999999999,0.00300499999999999,0.01594374999999999,0.03625249999999999,0.00928874999999999,-0.00129875,0.00410499999999999,0.00462749999999999,27.03,3,1,lightNearShoreSediment,1,1,2020-08-11,0,LS8,1,2020-08-11T00:00:00Z,HAD,"{""type"":""Point"",""coordinates"":[-91.52543920014129,46.77202374621496]}"
000000000000000010ea,NA,NA,2.124999999998656e-5,0.00362374999999999,0.00432499999999999,NA,0.01322124999999999,0.034465,0.00988,0.00278499999999999,0.01322124999999999,0.03446499999999999,0.00988,2.1249999999986557e-5,0.00362374999999999,0.00432499999999999,18.41,2,1,lightNearShoreSediment,1,1,2020-08-11,0,LS8,1,2020-08-11T00:00:00Z,HAD,"{""type"":""Point"",""coordinates"":[-91.33763970017438,46.826313301540665]}"
000000000000000010eb,NA,NA,0.00163,0.00623624999999999,0.00652499999999998,NA,0.01320749999999999,0.02582999999999999,0.00541124999999999,0.0017125,0.01320749999999999,0.02582999999999999,0.00541124999999999,0.00163,0.00623624999999999,0.00652499999999998,11.23,2,1,lightNearShoreSediment,1,1,2020-08-11,0,LS8,1,2020-08-11T00:00:00Z,HAD,"{""type"":""Point"",""coordinates"":[-91.24769071372427,46.865294762949894]}"
000000000000000010ec,NA,NA,0.00279875,0.006745,0.00719874999999999,NA,0.01337249999999999,0.02428999999999999,0.00480624999999999,0.0033075,0.01337249999999999,0.02428999999999999,0.00480624999999999,0.00279875,0.006745,0.00719874999999999,9.8,2,1,lightNearShoreSediment,1,1,2020-08-11,0,LS8,1,2020-08-11T00:00:00Z,HAD,"{""type"":""Point"",""coordinates"":[-91.22640296529511,46.87703111692256]}"
000000000000000010ed,NA,NA,0.00284,0.0073775,0.0081475,NA,0.01356499999999999,0.02492249999999998,0.00561749999999999,0.003775,0.01356499999999999,0.02492249999999998,0.00561749999999999,0.00284,0.0073775,0.0081475,28.12,2,1,lightNearShoreSediment,1,1,2020-08-11,0,LS8,1,2020-08-11T00:00:00Z,HAD,"{""type"":""Point"",""coordinates"":[-91.18863883847348,46.89579947325651]}"
000000000000000010ee,NA,NA,0.0013825,0.00666249999999998,0.00671749999999998,NA,0.011915,0.02121,0.00352749999999998,0.00267499999999998,0.011915,0.02121,0.00352749999999998,0.0013825,0.00666249999999998,0.00671749999999998,27.03,2,1,lightNearShoreSediment,1,1,2020-08-11,0,LS8,1,2020-08-11T00:00:00Z,HAD,"{""type"":""Point"",""coordinates"":[-91.16666438848209,46.90401313739696]}"
000000000000000010ef,NA,NA,0.00341749999999999,0.0078725,0.00817499999999998,NA,0.015765,0.03075249999999998,0.0084225,0.00317,0.015765,0.03075249999999998,0.0084225,0.00341749999999999,0.0078725,0.00817499999999998,25.08,2,1,lightNearShoreSediment,1,1,2020-08-11,0,LS8,1,2020-08-11T00:00:00Z,HAD,"{""type"":""Point"",""coordinates"":[-91.14263429290509,46.896972216833575]}"
000000000000000010f0,NA,NA,0.006085,0.0078175,0.0078175,NA,0.0138675,0.02838750000000001,0.0074875,0.00393999999999999,0.0138675,0.02838750000000001,0.0074875,0.006085,0.0078175,0.0078175,19.94,2,1,lightNearShoreSediment,1,1,2020-08-11,0,LS8,1,2020-08-11T00:00:00Z,HAD,"{""type"":""Point"",""coordinates"":[-91.07225184187749,46.8878221414719]}"
000000000000000010f1,NA,NA,0.00552125,0.00618124999999999,0.00670374999999999,NA,0.02203499999999998,0.06234999999999999,0.0478575,0.00794124999999999,0.02203499999999998,0.06234999999999999,0.0478575,0.00552125,0.00618124999999999,0.00670374999999999,1.73,2,1,lightNearShoreSediment,1,1,2020-08-11,0,LS8,1,2020-08-11T00:00:00Z,HAD,"{""type"":""Point"",""coordinates"":[-90.87645271462068,46.60848175597878]}"
000000000000000010f2,NA,NA,0.00454499999999999,0.006085,0.006305,NA,0.02096249999999999,0.06181375,0.0472525,0.00744624999999998,0.02096249999999999,0.06181375,0.0472525,0.00454499999999999,0.006085,0.006305,2.09,2,1,lightNearShoreSediment,1,1,2020-08-11,0,LS8,1,2020-08-11T00:00:00Z,HAD,"{""type"":""Point"",""coordinates"":[-90.85997187712714,46.61697188438454]}"
000000000000000010f3,NA,NA,0.00292249999999999,0.0053975,0.0059475,NA,0.01487125,0.04094125,0.01650749999999999,0.00200124999999999,0.01487125,0.04094125,0.01650749999999999,0.00292249999999999,0.00539749999999999,0.0059475,4.76,2,1,lightNearShoreSediment,1,1,2020-08-11,0,LS8,1,2020-08-11T00:00:00Z,HAD,"{""type"":""Point"",""coordinates"":[-90.79645644172186,46.636302087451234]}"
000000000000000010f4,NA,NA,0.003225,0.00516374999999999,0.00513624999999999,NA,0.01168124999999999,0.03604625,0.01487124999999998,0.00128624999999998,0.01168124999999999,0.03604625,0.01487124999999998,0.003225,0.00516374999999999,0.00513624999999999,3.24,2,1,lightNearShoreSediment,1,1,2020-08-11,0,LS8,1,2020-08-11T00:00:00Z,HAD,"{""type"":""Point"",""coordinates"":[-90.81122052530982,46.627107421079025]}"
000000000000000010f5,NA,NA,0.00997624999999999,0.01091124999999999,0.00937124999999999,NA,0.02428999999999999,0.04660624999999999,0.03007875,0.01656249999999999,0.02428999999999999,0.04660624999999999,0.03007875,0.00997624999999999,0.01091124999999999,0.00937124999999999,11.38,2,1,lightNearShoreSediment,1,1,2020-08-11,0,LS8,1,2020-08-11T00:00:00Z,HAD,"{""type"":""Point"",""coordinates"":[-90.74118142506336,46.6874345992311]}"
000000000000000010f6,NA,NA,0.00326624999999999,0.00898625,0.00928874999999999,NA,0.01528375,0.03101375,0.00886249999999999,0.00314249999999999,0.01528374999999999,0.03101375,0.00886249999999999,0.00326624999999999,0.00898625,0.00928874999999999,12.96,3,1,lightNearShoreSediment,1,1,2020-08-11,0,LS8,1,2020-08-11T00:00:00Z,HAD,"{""type"":""Point"",""coordinates"":[-90.70204389511726,46.7199236095065]}"
000000000000000010f7,NA,NA,0.0052875,0.01070499999999999,0.01080124999999999,NA,0.01716749999999999,0.03607374999999999,0.012795,0.004435,0.01716749999999999,0.03607374999999999,0.012795,0.0052875,0.01070499999999999,0.01080124999999999,11.97,3,1,lightNearShoreSediment,1,1,2020-08-11,0,LS8,1,2020-08-11T00:00:00Z,HAD,"{""type"":""Point"",""coordinates"":[-90.72710404303761,46.71827820121778]}"
000000000000000010f8,NA,NA,0.00660749999999998,0.0099625,0.00975624999999999,NA,0.02701249999999999,0.06431624999999999,0.04322374999999999,0.01324875,0.02701249999999999,0.06431624999999999,0.04322374999999999,0.00660749999999998,0.0099625,0.00975624999999999,25.89,2,1,lightNearShoreSediment,1,1,2020-08-11,0,LS8,1,2020-08-11T00:00:00Z,HAD,"{""type"":""Point"",""coordinates"":[-90.45999943083515,46.61178149075834]}"
000000000000000010f9,NA,NA,0.00939874999999999,0.01219,0.01198375,NA,0.02713625,0.06442624999999999,0.04228875,0.01300125,0.02713625,0.06442624999999999,0.04228875,0.00939874999999999,0.01219,0.01198375,24.85,2,1,lightNearShoreSediment,1,1,2020-08-11,0,LS8,1,2020-08-11T00:00:00Z,HAD,"{""type"":""Point"",""coordinates"":[-90.45759597536734,46.60093249789531]}"
000000000000000010fa,NA,NA,0.00668999999999998,0.00883499999999999,0.00957749999999998,NA,0.026215,0.06963749999999999,0.05507624999999999,0.01274,0.026215,0.06963749999999999,0.05507624999999999,0.00668999999999998,0.00883499999999999,0.00957749999999998,24,2,1,lightNearShoreSediment,1,1,2020-08-11,0,LS8,1,2020-08-11T00:00:00Z,HAD,"{""type"":""Point"",""coordinates"":[-90.45244571365062,46.5914970400662]}"
000000000000000010fb,NA,NA,0.00986624999999999,0.01128249999999998,0.01132374999999999,NA,0.02765875,0.07226375000000002,0.06310625,0.01309749999999998,0.02765874999999999,0.07226375000000002,0.06310625,0.00986624999999999,0.01128249999999998,0.01132374999999999,23.45,2,1,lightNearShoreSediment,1,1,2020-08-11,0,LS8,1,2020-08-11T00:00:00Z,HAD,"{""type"":""Point"",""coordinates"":[-90.4630895878652,46.588901843253105]}"
000000000000000010fc,NA,NA,0.00490249999999999,0.01096624999999999,0.01075999999999999,NA,0.01678249999999999,0.04682624999999999,0.02246124999999998,0.00246875,0.01678249999999999,0.04682624999999998,0.02246124999999998,0.00490249999999999,0.01096624999999999,0.01075999999999999,16.18,3,1,lightNearShoreSediment,1,1,2020-08-11,0,LS8,1,2020-08-11T00:00:00Z,HAD,"{""type"":""Point"",""coordinates"":[-90.64642552767762,46.665290703399684]}"
000000000000000010fd,NA,NA,0.00591999999999999,0.00689624999999999,0.00699249999999998,NA,0.01701624999999999,0.046675,0.02562375,0.00435249999999999,0.01701624999999999,0.04667499999999999,0.02562375,0.00591999999999999,0.00689624999999999,0.00699249999999998,22.21,2,1,lightNearShoreSediment,1,1,2020-08-11,0,LS8,1,2020-08-11T00:00:00Z,HAD,"{""type"":""Point"",""coordinates"":[-90.54651936857516,46.5907880429987]}"
000000000000000010fe,NA,NA,0.00332124999999999,0.009165,0.00937124999999999,NA,0.01639749999999999,0.04523124999999999,0.01700249999999999,0.00301875,0.01639749999999999,0.04523124999999999,0.01700249999999999,0.00332124999999999,0.009165,0.00937124999999999,24.16,3,1,lightNearShoreSediment,1,1,2020-08-11,0,LS8,1,2020-08-11T00:00:00Z,HAD,"{""type"":""Point"",""coordinates"":[-90.48952759801108,46.6016414949628]}"
000000000000000010ff,NA,NA,0.00217999999999998,0.00589249999999999,0.00612625,NA,0.00902749999999999,0.03126124999999999,0.01023749999999999,-0.00109249999999999,0.00902749999999999,0.03126124999999999,0.01023749999999999,0.00217999999999998,0.00589249999999999,0.00612625,18.6,2,1,lightNearShoreSediment,1,1,2020-08-11,0,LS8,1,2020-08-11T00:00:00Z,HAD,"{""type"":""Point"",""coordinates"":[-90.59630077273583,46.61366769050394]}"
