"system.index","SR_B2","SR_B3","SR_B4","SR_B5","SR_B6","SR_B7","class","lat","lon",".geo","vol_init"
"1_1_1_1_1_1_1_14",0.0902075,0.086275,0.06048,0.04948,0.0161775,0.00569999999999998,"openWater",47.1735823682,-90.9804975468101,"{""type"":""Point"",""coordinates"":[-90.98049754681006,47.173582368199966]}","BGS"
"1_1_1_1_1_1_1_15",0.09953,0.0867425,0.060755,0.058335,0.01626,0.00569999999999998,"openWater",47.2402881852339,-90.9585248905601,"{""type"":""Point"",""coordinates"":[-90.95852489056006,47.24028818523385]}","BGS"
"1_1_1_1_1_1_1_16",0.0984025,0.0859725,0.068125,0.04937,0.0102925,-0.00287999999999999,"openWater",47.2542717676903,-90.5334913212241,"{""type"":""Point"",""coordinates"":[-90.53349132122412,47.254271767690334]}","BGS"
"1_1_1_1_1_1_1_17",0.0888325,0.08534,0.059875,0.049095,0.0102375,-0.00282499999999999,"openWater",47.1703148947313,-90.4929792362632,"{""type"":""Point"",""coordinates"":[-90.49297923626318,47.17031489473129]}","BGS"
"1_1_1_1_1_1_1_18",0.09194,0.084515,0.0671075,0.048765,0.015985,0.00564499999999998,"openWater",47.1101104730293,-90.2657509429587,"{""type"":""Point"",""coordinates"":[-90.2657509429587,47.110110473029295]}","BGS"
"1_1_1_1_1_1_1_19",0.091005,0.0838825,0.0512675,0.04849,0.0159025,0.0140325,"openWater",47.0409014073426,-90.1414681060446,"{""type"":""Point"",""coordinates"":[-90.14146810604466,47.040901407342645]}","BGS"
"1_1_1_1_1_1_1_20",0.0904825,0.0744225,0.058775,0.048325,0.02165,0.0139775,"openWater",46.9631680631821,-90.2547646148337,"{""type"":""Point"",""coordinates"":[-90.2547646148337,46.96316806318209]}","BGS"
"1_1_1_1_1_1_1_21",0.0815725,0.08325,0.05861,0.0482425,0.0100725,0.01395,"openWater",46.9186312253264,-90.2678108794821,"{""type"":""Point"",""coordinates"":[-90.26781087948214,46.918631225326386]}","BGS"
"1_1_1_1_1_1_1_22",0.087045,0.08413,0.0591325,0.0485725,0.0101275,0.0056175,"openWater",47.0287337751146,-90.348835049404,"{""type"":""Point"",""coordinates"":[-90.34883504940402,47.0287337751146]}","BGS"
"1_1_1_1_1_1_1_23",0.0957075,0.09337,0.05916,0.0486,0.0101275,-0.00282499999999999,"openWater",47.0600831905554,-90.2375984771384,"{""type"":""Point"",""coordinates"":[-90.23759847713839,47.06008319055542]}","BGS"
"1_1_1_1_1_1_2_0",0.10019,0.12549,0.1438325,0.0786575,0.00704749999999998,0.0128225,"lightNearShoreSediment",46.7067182473789,-91.7623154177109,"{""type"":""Point"",""coordinates"":[-91.76231541771092,46.70671824737889]}","BGS"
"1_1_1_1_1_1_2_1",0.10019,0.115095,0.1265625,0.0691425,0.0132075,0.00394,"lightNearShoreSediment",46.7128390217321,-91.7465225710312,"{""type"":""Point"",""coordinates"":[-91.74652257103124,46.712839021732144]}","BGS"
"1_1_1_1_1_1_2_2",0.100245,0.1255175,0.1265625,0.0596,0.00704749999999998,-0.00494250000000002,"lightNearShoreSediment",46.7161345358091,-91.7341629518906,"{""type"":""Point"",""coordinates"":[-91.73416295189061,46.716134535809076]}","BGS"
"1_1_1_1_1_1_2_3",0.10933375,0.12802,0.1277725,0.0536875,0.00861499999999998,0.00479249999999999,"lightNearShoreSediment",46.7251300489103,-91.697684603956,"{""type"":""Point"",""coordinates"":[-91.69768460395596,46.72513004891034]}","BGS"
"1_1_1_1_1_1_2_4",0.10930625,0.12800625,0.13592625,0.0627075,0.00861499999999998,0.00479249999999999,"lightNearShoreSediment",46.7564894105968,-91.601184867675,"{""type"":""Point"",""coordinates"":[-91.60118486767502,46.75648941059684]}","BGS"
"1_1_1_1_1_1_2_5",0.10474125,0.12800625,0.14409375,0.071755,0.00553499999999998,0.00479249999999999,"lightNearShoreSediment",46.756959829717,-91.5888252485344,"{""type"":""Point"",""coordinates"":[-91.58882524853439,46.75695982971699]}","BGS"
"1_1_1_1_1_1_2_6",0.11384375,0.133135,0.15220625,0.05364625,0.01459625,0.00479249999999999,"lightNearShoreSediment",46.7600846530881,-91.5450953003389,"{""type"":""Point"",""coordinates"":[-91.54509530033887,46.76008465308806]}","BGS"
"1_1_1_1_1_1_2_7",0.10925125,0.12789625,0.13196625,0.0716725,0.00861499999999998,0.013455,"lightNearShoreSediment",46.7622013655471,-91.5067289825898,"{""type"":""Point"",""coordinates"":[-91.50672898258985,46.76220136554709]}","BGS"
"1_1_1_1_1_1_2_8",0.10028625,0.12797875,0.12767625,0.06269375,0.01459625,0.013455,"lightNearShoreSediment",46.7734846165175,-91.4594119714087,"{""type"":""Point"",""coordinates"":[-91.45941197140871,46.77348461651748]}","BGS"
"1_1_1_1_1_1_2_9",0.10243125,0.11810625,0.12759375,0.0626525,0.01459625,0.00923374999999998,"lightNearShoreSediment",46.7933627867223,-91.3942972393493,"{""type"":""Point"",""coordinates"":[-91.39429723934933,46.79336278672226]}","BGS"
"1_1_1_1_1_1_2_10",0.09579,0.1118225,0.106625,0.06763,0.0129325,-0.004915,"lightNearShoreSediment",46.5904065061262,-90.9450881559592,"{""type"":""Point"",""coordinates"":[-90.94508815595917,46.590406506126236]}","BGS"
"1_1_1_1_1_1_2_11",0.09624375,0.11526,0.1047825,0.05260125,0.00847749999999999,0.00470999999999999,"lightNearShoreSediment",46.654542710838,-90.7469909269553,"{""type"":""Point"",""coordinates"":[-90.74699092695526,46.65454271083796]}","BGS"
"1_1_1_1_1_1_2_12",0.08166875,0.10476875,0.095955,0.05221625,0.01124125,0.000323749999999998,"lightNearShoreSediment",46.5863954705327,-90.5454604704123,"{""type"":""Point"",""coordinates"":[-90.5454604704123,46.58639547053266]}","BGS"
"1_1_1_1_1_1_2_13",0.09272375,0.1047275,0.09594125,0.04338875,0.01709875,0.01316625,"lightNearShoreSediment",46.5915861659905,-90.5241744596701,"{""type"":""Point"",""coordinates"":[-90.5241744596701,46.59158616599052]}","BGS"
"1_1_1_1_1_1_2_14",0.09506125,0.109155,0.09640875,0.0522575,0.00255124999999999,0.01316625,"lightNearShoreSediment",46.5904065061262,-90.4898421842795,"{""type"":""Point"",""coordinates"":[-90.48984218427948,46.590406506126236]}","BGS"
"1_1_1_1_1_1_2_15",0.09739875,0.104645,0.09214625,0.05227125,0.00843624999999999,0.00904125,"lightNearShoreSediment",46.5823841381252,-90.4816024381857,"{""type"":""Point"",""coordinates"":[-90.48160243818573,46.582384138125214]}","BGS"
"1_1_1_1_1_1_2_16",0.0924075,0.10316,0.090455,0.040295,0.0101825,0.0140875,"lightNearShoreSediment",46.9349968930122,-90.9360806230153,"{""type"":""Point"",""coordinates"":[-90.93608062301526,46.93499689301219]}","BGS"
"1_1_1_1_1_1_2_17",0.092215,0.09381,0.090345,0.0572625,0.02759,0.00564499999999998,"lightNearShoreSediment",46.9360518188407,-90.8294789079274,"{""type"":""Point"",""coordinates"":[-90.82947890792737,46.93605181884068]}","BGS"
"1_1_1_1_1_1_2_18",0.1081925,0.1205675,0.1052225,0.065485,0.0159025,0.0056175,"lightNearShoreSediment",46.8830264768467,-90.7721855040803,"{""type"":""Point"",""coordinates"":[-90.77218550408031,46.88302647684669]}","BGS"
"1_1_1_1_1_2_0",0.080335,0.09425,0.083085,0.050085,0.019395,0.01285,"darkNearShoreSediment",46.6928945587947,-91.8610159314773,"{""type"":""Point"",""coordinates"":[-91.86101593147734,46.692894558794755]}","BGS"
"1_1_1_1_1_2_1",0.090235,0.073295,0.0918025,0.040515,0.013235,0.00394,"darkNearShoreSediment",46.6931889180299,-91.8645349897049,"{""type"":""Point"",""coordinates"":[-91.86453498970488,46.6931889180299]}","BGS"
"1_1_1_1_1_2_2",0.09090875,0.09866375,0.08672875,0.04464,0.01459625,-0.00388375,"darkNearShoreSediment",46.7470562214279,-91.6165836408018,"{""type"":""Point"",""coordinates"":[-91.61658364080184,46.747056221427904]}","BGS"
"1_1_1_1_1_2_3",0.08631625,0.09866375,0.08672875,0.04464,0.01459625,0.00479249999999999,"darkNearShoreSediment",46.7470856278898,-91.6146524503111,"{""type"":""Point"",""coordinates"":[-91.61465245031111,46.74708562788976]}","BGS"
"1_1_1_1_1_2_4",0.08010125,0.086,0.08455625,0.0478025,0.008285,0.00470999999999999,"darkNearShoreSediment",46.6434657819373,-90.6505172331076,"{""type"":""Point"",""coordinates"":[-90.6505172331076,46.64346578193727]}","BGS"
"1_1_1_1_1_2_5",0.084625,0.08598625,0.08026625,0.04828375,0.01736,0.00470999999999999,"darkNearShoreSediment",46.6413444091096,-90.641590841506,"{""type"":""Point"",""coordinates"":[-90.64159084150604,46.641344409109635]}","BGS"
"1_1_1_1_2_0",0.095515,0.094525,0.0657875,0.0405975,0.007075,0.01285,"offShoreSediment",46.7218098776015,-91.8743681544644,"{""type"":""Point"",""coordinates"":[-91.87436815446436,46.721809877601466]}","BGS"
"1_1_1_1_2_1",0.0906475,0.09458,0.0570425,0.040625,0.007075,0.0217875,"offShoreSediment",46.7260462257902,-91.8870710963589,"{""type"":""Point"",""coordinates"":[-91.8870710963589,46.726046225790206]}","BGS"
"1_1_1_1_2_2",0.1056625,0.1052225,0.08347,0.050305,0.0132625,0.0128775,"offShoreSediment",46.7168670509241,-92.0017408961636,"{""type"":""Point"",""coordinates"":[-92.00174089616358,46.716867050924094]}","BGS"
"1_1_1_1_2_3",0.10009375,0.1084675,0.07465625,0.04465375,0.00861499999999998,0.0134825,"offShoreSediment",46.7436011052435,-91.6758096890436,"{""type"":""Point"",""coordinates"":[-91.67580968904355,46.7436011052435]}","BGS"
"1_1_1_1_2_4",0.1002725,0.10855,0.08681125,0.0446675,0.020605,0.00479249999999999,"offShoreSediment",46.7710093383085,-91.5983549196114,"{""type"":""Point"",""coordinates"":[-91.59835491961138,46.77100933830854]}","BGS"
"1_1_1_1_2_5",0.09992875,0.09858125,0.07022875,0.0536875,0.01462375,0.00479249999999999,"offShoreSediment",46.7849935822703,-91.5342243485794,"{""type"":""Point"",""coordinates"":[-91.53422434857943,46.784993582270296]}","BGS"
"1_1_1_1_2_6",0.10734,0.08897,0.0786575,0.0447225,0.0117225,0.0221725,"offShoreSediment",46.8343390352373,-91.4532001786576,"{""type"":""Point"",""coordinates"":[-91.45320017865755,46.834339035237264]}","BGS"
"1_1_1_1_2_7",0.10976,0.1124825,0.07511,0.0488475,0.021815,0.014115,"offShoreSediment",46.8531253952911,-91.2698658280716,"{""type"":""Point"",""coordinates"":[-91.26986582807162,46.8531253952911]}","BGS"
"1_1_1_1_2_8",0.101235,0.0942225,0.0829475,0.04893,0.02187,0.00564499999999998,"offShoreSediment",46.9217469318217,-91.2264541344456,"{""type"":""Point"",""coordinates"":[-91.22645413444565,46.9217469318217]}","BGS"
"1_1_1_1_2_9",0.1013175,0.1035175,0.0674925,0.0404325,0.01604,0.0141425,"offShoreSediment",46.9676869201246,-91.0760787682347,"{""type"":""Point"",""coordinates"":[-91.07607876823471,46.96768692012461]}","BGS"
"1_1_1_1_2_10",0.09238,0.093975,0.0750275,0.04882,0.0101825,0.00564499999999998,"offShoreSediment",46.9020462963585,-91.104231234055,"{""type"":""Point"",""coordinates"":[-91.10423123405504,46.902046296358556]}","BGS"
"1_1_1_1_2_11",0.1050575,0.103105,0.0749725,0.04882,0.0101825,0.014115,"offShoreSediment",46.892193262931,-91.1564162926488,"{""type"":""Point"",""coordinates"":[-91.15641629264877,46.89219326293104]}","BGS"
"1_1_1_1_2_12",0.09767375,0.110145,0.08006,0.05235375,0.00539749999999999,0.00466875,"offShoreSediment",46.6125751416806,-90.5598732220225,"{""type"":""Point"",""coordinates"":[-90.55987322202252,46.612575141680644]}","BGS"
"1_1_1_1_2_13",0.09656,0.0959825,0.06874375,0.0439525,0.01157125,0.00909625,"offShoreSediment",46.6116317813764,-90.3387733685069,"{""type"":""Point"",""coordinates"":[-90.33877336850689,46.611631781376374]}","BGS"
"1_1_1_1_2_14",0.09964,0.10635,0.07715875,0.05287625,0.014445,0.000323749999999998,"offShoreSediment",46.7355426822088,-90.8201118694834,"{""type"":""Point"",""coordinates"":[-90.82011186948345,46.73554268220883]}","BGS"
"1_1_1_1_2_15",0.101785,0.09668375,0.0771725,0.04817375,0.014445,0.017525,"offShoreSediment",46.7411896345693,-90.7995125042491,"{""type"":""Point"",""coordinates"":[-90.79951250424908,46.741189634569295]}","BGS"
"1_1_1_1_2_16",0.09689,0.1032975,0.067355,0.048875,0.0160125,0.00564499999999998,"offShoreSediment",46.9559403594145,-90.9348958543992,"{""type"":""Point"",""coordinates"":[-90.9348958543992,46.95594035941448]}","BGS"
"1_1_1_1_2_17",0.0926275,0.094085,0.067355,0.0488475,0.00438,0.00564499999999998,"offShoreSediment",46.962501437122,-90.8799642137742,"{""type"":""Point"",""coordinates"":[-90.87996421377419,46.96250143712197]}","BGS"
"1_1_2_0",0.19331875,0.1785375,0.17026,0.1722125,0.11147875,0.06607625,"cloud",46.8077472865159,-92.0424275381907,"{""type"":""Point"",""coordinates"":[-92.04242753819068,46.80774728651587]}","BGS"
"1_1_2_1",0.2087325,0.2217675,0.20676625,0.2034525,0.17426125,0.13149875,"cloud",46.8045748717798,-92.0490365012034,"{""type"":""Point"",""coordinates"":[-92.04903650120337,46.80457487177979]}","BGS"
"1_1_2_2",0.2290275,0.23657625,0.23555875,0.235215,0.2105475,0.153485,"cloud",46.8029885942519,-92.0483498556956,"{""type"":""Point"",""coordinates"":[-92.04834985569556,46.80298859425191]}","BGS"
"1_1_2_3",0.17961,0.17841375,0.16628625,0.15404875,0.0992,0.06178625,"cloud",46.79646673967,-92.0564179404124,"{""type"":""Point"",""coordinates"":[-92.05641794041237,46.79646673966996]}","BGS"
"1_1_2_4",0.21322875,0.22692375,0.21925125,0.221465,0.15050125,0.10976,"cloud",46.7898853283859,-92.0900635702952,"{""type"":""Point"",""coordinates"":[-92.09006357029517,46.78988532838587]}","BGS"
"1_1_2_5",0.14973125,0.148975,0.1168,0.10441125,0.062955,0.03106875,"cloud",46.7995808769606,-92.0038037283762,"{""type"":""Point"",""coordinates"":[-92.00380372837624,46.799580876960555]}","BGS"
"1_1_2_6",0.15886125,0.158545,0.1370125,0.1356925,0.09008375,0.06593875,"cloud",46.7769996978451,-92.0215132244652,"{""type"":""Point"",""coordinates"":[-92.02151322446521,46.776999697845135]}","BGS"
"1_1_2_7",0.12846,0.1091,0.08721,0.0630375,0.0387275,0.01351,"cloud",46.7620302688392,-91.9242615749273,"{""type"":""Point"",""coordinates"":[-91.92426157492729,46.762030268839204]}","BGS"
"1_1_2_8",0.202215,0.2070275,0.1936075,0.2048275,0.20491,0.134565,"cloud",47.0903509126183,-91.5452718250757,"{""type"":""Point"",""coordinates"":[-91.5452718250757,47.09035091261834]}","BGS"
"1_1_2_9",0.1897025,0.1795825,0.1625875,0.170535,0.1637425,0.1088525,"cloud",47.1015112728661,-91.5374612324243,"{""type"":""Point"",""coordinates"":[-91.53746123242433,47.10151127286611]}","BGS"
"1_1_2_10",0.1600575,0.16124,0.1392675,0.1447675,0.1047825,0.0658975,"cloud",47.1139543610043,-91.5113687031275,"{""type"":""Point"",""coordinates"":[-91.51136870312746,47.11395436100431]}","BGS"
"1_1_2_11",0.1846975,0.1697925,0.16212,0.1529075,0.11625,0.0999975,"cloud",47.1517168650693,-91.159581488314,"{""type"":""Point"",""coordinates"":[-91.15958148831402,47.15171686506928]}","BGS"
"1_1_2_12",0.15068,0.13286,0.1309625,0.10987,0.075055,0.0399925,"cloud",47.1472805626236,-91.168937033358,"{""type"":""Point"",""coordinates"":[-91.16893703335796,47.147280562623564]}","BGS"
"1_1_2_13",0.14639,0.16058,0.1387725,0.1184775,0.09271,0.074285,"cloud",47.1427855101497,-91.1829274355796,"{""type"":""Point"",""coordinates"":[-91.18292743557964,47.142785510149736]}","BGS"
"1_1_2_14",0.13748,0.123345,0.1073675,0.09249,0.0455475,0.0399375,"cloud",47.1169838024679,-91.162130088545,"{""type"":""Point"",""coordinates"":[-91.16213008854503,47.11698380246786]}","BGS"
"1_1_2_15",0.21900375,0.227845,0.219485,0.21877,0.23280875,0.20332875,"cloud",46.6565161265693,-90.1093896750007,"{""type"":""Point"",""coordinates"":[-90.10938967500074,46.65651612656932]}","BGS"
"1_1_2_16",0.25727,0.287135,0.269205,0.2729175,0.2955775,0.28851,"cloud",46.775621859105,-90.1272424582039,"{""type"":""Point"",""coordinates"":[-90.12724245820387,46.77562185910497]}","BGS"
"1_1_2_17",0.2411,0.2431075,0.2392575,0.22306,0.2556475,0.23857,"cloud",46.7737408097602,-90.1169427755867,"{""type"":""Point"",""coordinates"":[-90.11694277558668,46.77374080976016]}","BGS"
"1_1_2_18",0.184285,0.1722675,0.171745,0.156565,0.1472425,0.1138575,"cloud",46.788489572559,-90.1599439531275,"{""type"":""Point"",""coordinates"":[-90.15994395312752,46.78848957255902]}","BGS"
"1_1_2_19",0.1590125,0.1628625,0.148755,0.1228775,0.1070375,0.105305,"cloud",46.753099779669,-90.1209768205592,"{""type"":""Point"",""coordinates"":[-90.12097682055916,46.75309977966899]}","BGS"
"1_1_2_20",0.1464725,0.13594,0.11845,0.1144625,0.0784375,0.080335,"cloud",46.7513355604291,-90.110677137942,"{""type"":""Point"",""coordinates"":[-90.11067713794198,46.7513355604291]}","BGS"
"1_1_2_21",0.2390925,0.2609825,0.254905,0.255675,0.2867225,0.25419,"cloud",47.2521744656618,-90.7484113651694,"{""type"":""Point"",""coordinates"":[-90.74841136516943,47.25217446566184]}","BGS"
"1_1_2_22",0.2352975,0.2613125,0.2551525,0.2645025,0.2693425,0.2201175,"cloud",47.2666208615348,-90.7686674076499,"{""type"":""Point"",""coordinates"":[-90.7686674076499,47.26662086153484]}","BGS"
"1_1_2_23",0.35517,0.3967775,0.4090425,0.444325,0.505375,0.478095,"cloud",47.2885159435749,-90.8067762333335,"{""type"":""Point"",""coordinates"":[-90.8067762333335,47.28851594357493]}","BGS"
"1_1_2_24",0.2734675,0.2982175,0.3097125,0.31645,0.3818725,0.3236825,"cloud",47.2880501850982,-90.8356153446616,"{""type"":""Point"",""coordinates"":[-90.83561534466162,47.28805018509825]}","BGS"
"1_1_2_25",0.12472,0.1234,0.1074225,0.092545,0.06323,0.031385,"cloud",47.2356261707122,-90.7700406986655,"{""type"":""Point"",""coordinates"":[-90.77004069866553,47.235626170712145]}","BGS"
"1_1_2_26",0.3131775,0.35088,0.3620725,0.383495,0.44515,0.41677,"cloud",47.2974828358354,-90.5227584134102,"{""type"":""Point"",""coordinates"":[-90.52275841341022,47.297482835835396]}","BGS"
"1_1_2_27",0.2054325,0.21536,0.2161575,0.2127475,0.23956,0.19413,"cloud",47.3012081242769,-90.4849929104805,"{""type"":""Point"",""coordinates"":[-90.48499291048053,47.30120812427693]}","BGS"
"1_1_2_28",0.141055,0.14133,0.138085,0.1179825,0.09821,0.082535,"cloud",47.272605562085,-90.3743720150085,"{""type"":""Point"",""coordinates"":[-90.37437201500853,47.27260556208504]}","BGS"
"1_1_2_29",0.14958,0.13209,0.13033,0.1179825,0.09821,0.082535,"cloud",47.2809910348412,-90.3441596126648,"{""type"":""Point"",""coordinates"":[-90.34415961266478,47.28099103484118]}","BGS"
"1_1_2_30",0.1453175,0.14133,0.1225475,0.126535,0.104095,0.0739825,"cloud",47.2770313938587,-90.3362631893249,"{""type"":""Point"",""coordinates"":[-90.33626318932494,47.2770313938587]}","BGS"
"1_1_2_31",0.18753,0.1961925,0.17675,0.1863475,0.1860175,0.159315,"cloud",47.2637527880473,-90.3623557186218,"{""type"":""Point"",""coordinates"":[-90.36235571862181,47.26375278804732]}","BGS"
"1_1_2_32",0.157665,0.1593975,0.1455925,0.1519725,0.121475,0.09095,"cloud",47.2479072862928,-90.3589224910828,"{""type"":""Point"",""coordinates"":[-90.35892249108275,47.24790728629283]}","BGS"
"1_1_2_33",0.1195775,0.113555,0.0913625,0.0836075,0.0395525,0.02275,"cloud",47.2509369399847,-90.3911948299499,"{""type"":""Point"",""coordinates"":[-90.39119482994994,47.25093693998474]}","BGS"
"1_2_0",0.129285,0.13286,0.10756,0.092655,0.051515,0.0314125,"shorelineContamination",47.0142385449411,-91.661536463584,"{""type"":""Point"",""coordinates"":[-91.66153646358397,47.014238544941065]}","BGS"
"1_2_1",0.142155,0.13286,0.1309625,0.13572,0.12802,0.108605,"shorelineContamination",47.0138874190624,-91.6621801937475,"{""type"":""Point"",""coordinates"":[-91.66218019374755,47.01388741906235]}","BGS"
"1_2_2",0.15919125,0.1639625,0.1497725,0.13158125,0.07504125,0.04853125,"shorelineContamination",46.7794697393244,-92.08973081079,"{""type"":""Point"",""coordinates"":[-92.08973081078997,46.77946973932437]}","BGS"
"1_2_3",0.15464,0.1587925,0.137205,0.12682375,0.078135,0.05729,"shorelineContamination",46.7800134290555,-92.087928366332,"{""type"":""Point"",""coordinates"":[-92.08792836633198,46.780013429055465]}","BGS"
"1_2_4",0.14975875,0.15358125,0.12894125,0.11774875,0.08397875,0.0660075,"shorelineContamination",46.7805571132965,-92.0893016573476,"{""type"":""Point"",""coordinates"":[-92.08930165734759,46.78055711329648]}","BGS"
"1_2_5",0.14304875,0.14441,0.12894125,0.1225475,0.0721125,0.0355375,"shorelineContamination",46.7808363003679,-92.0888725039052,"{""type"":""Point"",""coordinates"":[-92.08887250390521,46.78083630036788]}","BGS"
"1_2_6",0.15690875,0.168665,0.16194125,0.15404875,0.13534875,0.10976,"shorelineContamination",46.7848182320665,-92.0930782076406,"{""type"":""Point"",""coordinates"":[-92.09307820764056,46.78481823206647]}","BGS"
"1_2_7",0.15690875,0.1640725,0.15371875,0.15404875,0.14120625,0.10529125,"shorelineContamination",46.7837456373806,-92.0928421732472,"{""type"":""Point"",""coordinates"":[-92.09284217324726,46.783745637380605]}","BGS"
"1_2_8",0.1655025,0.18918,0.2059,0.2224275,0.2734125,0.2365625,"shorelineContamination",46.7756983891336,-92.0896804719007,"{""type"":""Point"",""coordinates"":[-92.08968047190073,46.77569838913364]}","BGS"
"1_2_9",0.1362425,0.1477375,0.1277725,0.108165,0.0629825,0.05773,"shorelineContamination",46.7738908220809,-92.0884359269178,"{""type"":""Point"",""coordinates"":[-92.08843592691782,46.77389082208085]}","BGS"
"1_2_10",0.14584,0.17873,0.20579,0.2317775,0.267115,0.2632375,"shorelineContamination",46.7701873244846,-92.0858180909193,"{""type"":""Point"",""coordinates"":[-92.08581809091929,46.77018732448461]}","BGS"
"1_2_11",0.1409725,0.16839,0.171195,0.1843675,0.2115375,0.182855,"shorelineContamination",46.769437776128,-92.0850885300672,"{""type"":""Point"",""coordinates"":[-92.08508853006724,46.769437776128]}","BGS"
"1_2_12",0.14584,0.15805,0.17983,0.193855,0.230045,0.227515,"shorelineContamination",46.7672434500519,-92.0835119090982,"{""type"":""Point"",""coordinates"":[-92.08351190909818,46.76724345005186]}","BGS"
"1_2_13",0.13594,0.14749,0.153705,0.146225,0.1310725,0.1202375,"shorelineContamination",46.7634513028538,-92.080422004313,"{""type"":""Point"",""coordinates"":[-92.08042200431302,46.76345130285376]}","BGS"
"1_2_14",0.1457025,0.1682525,0.1883825,0.2032325,0.24231,0.2452525,"shorelineContamination",46.7591600829439,-92.0769775954157,"{""type"":""Point"",""coordinates"":[-92.07697759541574,46.75916008294389]}","BGS"
"1_2_15",0.1357475,0.1474075,0.162285,0.1746325,0.2113175,0.1558775,"shorelineContamination",46.7555949970094,-92.0739882779329,"{""type"":""Point"",""coordinates"":[-92.07398827793288,46.75559499700937]}","BGS"
"1_2_16",0.1259025,0.116085,0.092545,0.0600675,0.04431,0.04871,"shorelineContamination",46.7526106305233,-92.0711773228853,"{""type"":""Point"",""coordinates"":[-92.07117732288528,46.752610630523314]}","BGS"
"1_2_17",0.1355825,0.1576375,0.162175,0.1745775,0.2050475,0.18258,"shorelineContamination",46.7472186418246,-92.0662659200562,"{""type"":""Point"",""coordinates"":[-92.06626592005625,46.747218641824595]}","BGS"
"1_2_18",0.1355825,0.14727,0.162175,0.193525,0.2112075,0.18258,"shorelineContamination",46.7459688561329,-92.0650428327455,"{""type"":""Point"",""coordinates"":[-92.06504283274546,46.74596885613293]}","BGS"
"1_2_19",0.14045,0.1576375,0.1708375,0.2124725,0.25441,0.19149,"shorelineContamination",46.7447190414649,-92.0639055761232,"{""type"":""Point"",""coordinates"":[-92.06390557612315,46.74471904146495]}","BGS"
